sample_id,read_count
magic.2203,102985
magic.2205,82656
magic.2206,1638388
magic.2208,2273292
magic.2209,3815
magic.2211,190
magic.2212,1812
magic.2213,165000
magic.2214,2606
magic.2215,2409
magic.2220,838
magic.2221,10568
magic.2223,827
magic.2224,961
magic.2226,1626
magic.2228,484
magic.2229,1274
magic.2231,6596067
magic.2232,5613198
magic.2233,1113
magic.2235,2857
magic.2236,1222
magic.2237,21960
magic.2240,1551
magic.2242,75311
magic.2244,12469
magic.2246,3194
magic.2250,19439
magic.2251,60101
magic.2258,2176
magic.2259,142145
magic.2261,634
magic.2262,3270
magic.2264,456
magic.2265,4940
magic.2267,1531
magic.2269,1846
magic.2270,278
magic.2271,1037920
magic.2272,3766792
magic.2276,1083
magic.2278,1195
magic.2279,69665
magic.2280,2958
magic.2292,528
magic.2295,2108
magic.2296,783
magic.2297,8939
magic.2298,4351
magic.2299,899
magic.2301,1824
magic.2302,239
magic.2303,449
magic.2305,3992
magic.2308,7464
magic.2309,2843
magic.2310,1469488
magic.2311,2122
magic.2312,7335
magic.2313,5647
magic.2314,611
magic.2315,775
magic.2316,781
magic.2318,2258
magic.2321,83688
magic.2322,346359
magic.2324,4028
magic.2326,3646
magic.2327,760
magic.2328,147363
magic.2330,553
magic.2331,48275
magic.2334,5653
magic.2335,1134
magic.2336,1594569
magic.2338,5308
magic.2340,1686
magic.2341,5723
magic.2343,15132
magic.2345,153944
magic.2346,74114
magic.2347,1345
magic.2348,81798
magic.2351,487
magic.2352,612
magic.2353,102073
magic.2354,282
magic.2356,11259
magic.2357,2162
magic.2358,284
magic.2360,593
magic.2362,700
magic.2365,1674
magic.2367,159363
magic.2372,900
magic.2376,3942
magic.2379,10290
magic.2380,3324
magic.2383,528
magic.2385,170
magic.2387,3543
magic.2388,145821
magic.2390,11087
magic.2391,495
magic.2397,52737
magic.2403,310
magic.2406,249
magic.2409,377
magic.2412,5166
magic.2413,1119
magic.2415,447
magic.2416,1628
magic.2417,101549
magic.2418,2077
magic.2420,1580
magic.2423,25083
magic.2425,121780
magic.2426,1203387
magic.2429,1139
magic.2431,3936
magic.2432,2123
magic.2435,111127
magic.2436,1131
magic.2438,920
magic.2439,33673
magic.2440,1560
magic.2441,1008
magic.2442,1179
magic.2444,3573
magic.2448,6133
magic.2450,611
magic.2453,2412
magic.2454,569
magic.2456,82796
magic.2457,12139
magic.2459,4666
magic.2462,1559
magic.2469,1101
magic.2472,28714
magic.2475,1722
magic.2477,31907
magic.2478,483
magic.2479,17258
magic.2480,43969
magic.2482,21238
magic.2483,391446
magic.2487,1707
magic.2488,47229
magic.2489,2192
magic.2493,8130
magic.2494,864
magic.2495,797642
magic.2499,2608921
magic.2500,1663
magic.2501,1009
magic.2507,58
magic.2508,1501
magic.2513,311594
magic.2515,3141
magic.2516,58170
magic.2519,381
magic.2522,106110
magic.2524,1282
magic.2525,2054661
magic.2527,613
magic.2529,13348
magic.2530,418
magic.2532,61952
magic.2534,797
magic.2535,818686
magic.2538,1957
magic.2539,29421
magic.2542,2592
magic.2544,13780
magic.2545,7061
magic.2548,151
magic.2549,505
magic.2551,2045
magic.2552,2067
magic.2554,621
magic.2557,6731
magic.2558,479
magic.2559,1167
magic.2562,16319
magic.2565,16144
magic.2566,6006
magic.2567,151619
magic.2568,5739
magic.2569,16075
magic.2570,292972
magic.2575,52721
magic.2576,251
magic.2577,598
magic.2578,10408
magic.2580,18124
magic.2585,1687
magic.2587,162
magic.2588,1776712
magic.2591,22298
magic.2592,2677
magic.2593,2210
magic.2594,389
magic.2597,16401
magic.2598,3123
magic.2600,13400
magic.2601,25102
magic.2602,4132
magic.2603,17592
magic.2607,75340
magic.2608,411
magic.2609,1686
magic.2610,2404
magic.2613,380
magic.2614,11568
magic.2617,4121
magic.2619,3644
magic.2622,356
magic.2625,281
magic.2628,2822
magic.2629,4656
magic.2630,558370
magic.2631,2512622
magic.2632,2713
magic.2633,3029
magic.2634,8502
magic.2635,1792
magic.2638,2087
magic.2639,2941
magic.2642,27376
magic.2643,709
magic.2644,552
magic.2646,947
magic.2648,24869
magic.2650,12365
magic.2651,49631
magic.2652,4062
magic.2653,1822
magic.2654,2617
magic.2656,187136
magic.2658,8735
magic.2659,646
magic.2660,276748
magic.2661,3166637
magic.2663,181746
magic.2664,204
magic.2665,685444
magic.2666,19964
magic.2667,258937
magic.2668,633
magic.2669,98077
magic.2670,1837
magic.2671,660
magic.2672,56695
magic.2673,82526
magic.2674,279547
magic.2677,1065
magic.2678,22307
magic.2679,41207
magic.2680,1396
magic.2687,15579
magic.2688,27605
magic.2689,38621
magic.2692,455
magic.2696,118831
magic.2698,665
magic.2700,799680
magic.2701,21840
magic.2703,915
magic.2704,13228
magic.2707,361567
magic.2709,225
magic.2710,18271
magic.2711,1245
magic.2712,37011
magic.2713,1513
magic.2714,49995
magic.2715,239204
magic.2717,268925
magic.2718,30072
magic.2719,2063
magic.2720,588
magic.2721,174518
magic.2722,143999
magic.2723,1970869
magic.2725,360
magic.2729,3388124
magic.2732,1374
magic.2734,75896
magic.2735,28921
magic.2736,458
magic.2739,2423
magic.2740,1616
magic.2741,5634
magic.2743,263
magic.2744,1558019
magic.2745,1250
magic.2746,394
magic.2747,2246
magic.2748,2571216
magic.2749,6181
magic.2750,125312
magic.2752,2498
magic.2753,743
magic.2754,588
magic.2755,173806
magic.2756,179
magic.2757,212
magic.2758,565
magic.2759,258
magic.2761,1483
magic.2762,440661
magic.2763,479
magic.2764,34914
magic.2765,218
magic.2766,1078
magic.2767,636
magic.2768,135192
magic.2770,471
magic.2771,3859
magic.2773,5026
magic.2774,358
magic.2775,303
magic.2776,15824
magic.2777,4599
magic.2778,4626
magic.2779,1475
magic.2780,991
magic.2784,654
magic.2787,1654
magic.2791,31242
magic.2793,491
magic.2794,716
magic.2795,1873
magic.2796,2890
magic.2797,636
magic.2798,2373
magic.2801,5679
magic.2802,756
magic.2805,5598
magic.2807,252
magic.2808,7955
magic.2811,692
magic.2815,474
magic.2816,11059
magic.2818,14669
magic.2819,262
magic.2821,21082
magic.2822,190870
magic.2823,5577
magic.2824,28354
magic.2825,586
magic.2826,36921
magic.2827,11255
magic.2829,332
magic.2831,1345
magic.2832,10118
magic.2833,9655
magic.2834,7483
magic.2835,10414
magic.2836,54649
magic.2837,2552
magic.2839,322
magic.2840,754
magic.2842,37518
magic.2843,869263
magic.2844,906225
magic.2846,521
magic.2847,271113
magic.2848,3665
magic.2849,40057
magic.2850,88228
magic.2851,8366
magic.2852,1716
magic.2853,4433
magic.2854,538870
magic.2855,2471458
magic.2856,84981
magic.2858,64164
magic.2862,8002
magic.2863,2466
magic.2864,6884
magic.2867,8941
magic.2869,9181
magic.2870,26959
magic.2872,1648
magic.2874,5138
magic.2875,12373
magic.2876,83435
magic.2878,46690
magic.2879,27900
magic.2880,291
magic.2881,1404
magic.2882,8062678
magic.2883,434
magic.2884,810
magic.2885,22453
magic.2886,5644
magic.2890,10206
magic.2891,943662
magic.2892,2356
magic.2894,992
magic.2897,855
magic.2899,4782
magic.2900,188
magic.2902,1360
magic.2903,6001
magic.2904,629
magic.2905,702
magic.2906,426
magic.2907,22996
magic.2908,1352
magic.2909,75818
magic.2910,2215
magic.2911,3415
magic.2915,343961
magic.2916,2499
magic.2917,1473
magic.2919,117063
magic.2921,2133
magic.2922,1195
magic.2923,1191
magic.2924,2123
magic.2925,285
magic.2926,11798
magic.2927,1134
magic.2928,242
magic.2942,1402
magic.2943,8245
magic.2944,620
magic.2945,387
magic.2946,555
magic.2948,2085
magic.2949,74035
magic.2950,8074
magic.2951,2146
magic.2952,1028
magic.2953,10956
magic.2955,209
magic.2956,90
magic.2957,18965
magic.2958,770
magic.2959,350
magic.2960,22251
magic.2961,437
magic.2963,1476
magic.2964,482
magic.2965,2185
magic.2966,3546
magic.2967,5763
magic.2968,735
magic.2970,247
magic.2972,14444
magic.2973,1861668
magic.2975,326791
magic.2976,63251
magic.2978,40128
magic.2981,291767
magic.2985,2373
magic.2986,7374
magic.2987,706
magic.2988,369656
magic.2989,95062
magic.2991,7200
magic.2997,57501
magic.2998,53483
magic.3000,2504
magic.3002,1100128
magic.3003,23380
magic.3004,37092
magic.3005,1264464
magic.3007,595
magic.3009,75448
magic.3011,42053
magic.3016,1781
magic.3017,83773
magic.3021,9027
magic.3023,3354
magic.3024,44052
magic.3030,41668
magic.3031,364408
magic.3033,17226
magic.3034,302
magic.3035,54230
magic.3036,4974
magic.3037,1253
magic.3038,2303
magic.3040,130
magic.3041,366
magic.3043,7303
magic.3044,2710
magic.3046,507
magic.3047,8812
magic.3048,923
magic.3049,361
magic.3050,1583
magic.3051,6178
magic.3053,68
magic.3054,3728
magic.3055,395
magic.3056,4775
magic.3057,133
magic.3059,77
magic.3060,453
magic.3061,562
magic.3063,257
magic.3064,1774
magic.3065,1113
magic.3066,404
magic.3068,814
magic.3069,400
magic.3071,1930
magic.3074,360
magic.3075,7108
magic.3076,4213
magic.3077,163
magic.3078,233
magic.3079,10301
magic.3080,1516
magic.3081,40
magic.3082,2373
magic.3083,1423
magic.3084,556
magic.3085,1409
magic.3086,386
magic.3090,2726
magic.3091,1654
magic.3092,528
magic.3093,1
magic.3095,1723
magic.3096,207
magic.3097,206
magic.3098,181
magic.3099,131
magic.3100,6
magic.3303,5622
magic.3306,1655
magic.3308,51
magic.3309,223
magic.3310,368
magic.3314,32
magic.3316,15799
magic.3317,6316
magic.3321,86
magic.3323,1848
magic.3324,412
magic.3327,555
magic.3328,152
magic.3330,392
magic.3332,47652
magic.3333,107
magic.3334,813
magic.3335,585
magic.3336,505
magic.3337,423
magic.3340,2217
magic.3342,77
magic.3345,1290
magic.3348,3835
magic.3349,569
magic.3350,2201
magic.3351,977
magic.3352,2339
magic.3353,324
magic.3354,1402
magic.3355,209
magic.3356,82
magic.3357,79945
magic.3358,356
magic.3360,1905
magic.3362,249
magic.3363,349
magic.3364,325
magic.3365,158
magic.3366,65
magic.3368,216
magic.3371,90
magic.3372,350
magic.3374,4845
magic.3375,523
magic.3376,1292
magic.3377,5
magic.3378,458
magic.3379,1181
magic.3380,1171
magic.3382,106
magic.3383,45280
magic.3384,6
magic.3385,2827
magic.3386,862
magic.3387,1892
magic.3388,1189
magic.3389,1113
magic.3390,2176
magic.3393,662
magic.3395,8188
magic.3397,325
magic.3402,2651
magic.3404,1664
magic.3405,2139
magic.3406,579
magic.3407,504
magic.3408,355
magic.3409,136
magic.3410,776
magic.3411,254
magic.3414,3218
magic.3417,649
magic.3418,644
magic.3419,2270
magic.3420,846
magic.3421,151
magic.3422,1394
magic.3423,7615
magic.3424,670
magic.3425,1110
magic.3426,2221
magic.3427,383
magic.3428,167
magic.3429,540
magic.3430,2258
magic.3432,847
magic.3433,46
magic.3435,1966
magic.3438,97
magic.3439,12
magic.3440,916
magic.3441,139
magic.3442,284
magic.3443,67
magic.3445,63951
magic.3446,116
magic.3447,813
magic.3449,83
magic.3450,5
magic.3451,2783
magic.3452,191
magic.3453,380
magic.3454,684
magic.3455,153
magic.3457,586
magic.3458,19147
magic.3462,61255
magic.3463,258454
magic.3464,4059
magic.3466,66895
magic.3467,499
magic.3472,29580
magic.3476,2806
magic.3478,109951
magic.3479,1699
magic.3480,9885
magic.3482,18555
magic.3484,160717
magic.3486,2042
magic.3487,147343
magic.3491,220510
magic.3493,30987
magic.3496,66050
magic.3498,12064
magic.3500,4677
magic.3502,18378
magic.3503,8039
magic.3504,3547
magic.3505,4472750
magic.3506,3385
magic.3507,57974
magic.3508,41524
magic.3511,3343
magic.3513,4843716
magic.3514,166067
magic.3518,43731
magic.3519,37747
magic.3520,193354
magic.3522,15433
magic.3524,39896
magic.3525,14276
magic.3527,3524
magic.3528,80
magic.3530,2503
magic.3533,722
magic.3534,1605
magic.3536,2338
magic.3540,1222
magic.3543,5909
magic.3544,1822
magic.3546,37591
magic.3547,1225
magic.3548,21546
magic.3552,3736
magic.3553,196576
magic.3555,4306
magic.3558,1243
magic.3562,5737
magic.3563,5762
magic.3565,1008
magic.3566,4059
magic.3567,1500
magic.3569,1652
magic.3570,1218
magic.3571,7000
magic.3572,5301
magic.3574,443
magic.3575,3303
magic.3576,207
magic.3577,990
magic.3578,12702
magic.3580,1930
magic.3581,124668
magic.3582,469
magic.3583,1458
magic.3585,420
magic.3586,1132
magic.3587,1344
magic.3588,344
magic.3590,1684
magic.3591,3752
magic.3592,320
magic.3594,738
magic.3596,40495
magic.3597,1939
magic.3601,1831
magic.3603,1212
magic.3604,2811
magic.3607,236
magic.3609,360
magic.3611,838
magic.3616,269
magic.3619,2606
magic.3620,1833
magic.3621,164
magic.3622,1983
magic.3623,1512
magic.3624,3100
magic.3628,177
magic.3629,135
magic.3634,1506
magic.3635,464
magic.3636,7053069
magic.3637,680
magic.3638,2595
magic.3639,1137
magic.3641,6635
magic.3647,508
magic.3649,2368
magic.3650,15915
magic.3651,15722
magic.3653,14350
magic.3654,1467
magic.3656,200
magic.3659,5673
magic.3661,193402
magic.3662,49840
magic.3663,1445
magic.3664,42471
magic.3665,859
magic.3666,155860
magic.3668,1023
magic.3669,206377
magic.3673,192074
magic.3675,182706
magic.3676,8338
magic.3678,1352
magic.3679,664413
magic.3680,5084
magic.3681,86585
magic.3682,371
magic.3683,5751
magic.3684,321
magic.3685,11824
magic.3686,2703
magic.3688,339931
magic.3689,10742
magic.3692,2324
magic.3694,226837
magic.3695,1263
magic.3697,6907
magic.3698,2255
magic.3699,1427
magic.3702,348
magic.3703,264
magic.3704,548
magic.3706,363
magic.3707,1258
magic.3710,3086
magic.3712,4945
magic.3713,174
magic.3715,3261061
magic.3716,1065
magic.3717,42589
magic.3718,1725892
magic.3719,4544
magic.3720,857491
magic.3721,617050
magic.3722,45095
magic.3725,1738037
magic.3731,205182
magic.3732,10388
magic.3734,8569
magic.3735,148683
magic.3740,692
magic.3741,713
magic.3744,7508
magic.3745,283
magic.3746,1148
magic.3747,513
magic.3748,558
magic.3751,591
magic.3753,684
magic.3755,5010
magic.3758,1020
magic.3759,125
magic.3761,3063
magic.3762,554
magic.3763,15222
magic.3765,1498
magic.3767,730673
magic.3768,1108
magic.3769,1120
magic.3777,531677
magic.3780,280908
magic.3781,21543
magic.3782,1055
magic.3783,27764
magic.3784,96316
magic.3793,16261
magic.3794,113590
magic.3795,10063
magic.3798,12619
magic.3799,6975
magic.3800,2793
magic.3801,3892
magic.3802,1841
magic.3803,62865
magic.3804,180
magic.3805,268155
magic.3810,3184
magic.3813,1263
magic.3815,1157
magic.3818,1564
magic.3819,889
magic.3821,2628
magic.3822,35919
magic.3829,1079
magic.3830,314
magic.3831,1029
magic.3836,9495
magic.3839,235
magic.3840,4054
magic.3841,342
magic.3842,13319
magic.3843,894
magic.3844,15082
magic.3845,1389
magic.3847,39815
magic.3849,1098
magic.3852,353
magic.3853,389
magic.3857,503
magic.3859,1444
magic.3860,43754
magic.3861,846
magic.3863,480
magic.3866,883
magic.3867,4307
magic.3869,2324
magic.3871,1315
magic.3873,18628
magic.3874,552
magic.3876,933
magic.3877,903
magic.3879,311
magic.3880,424
magic.3885,675
magic.3886,10430
magic.3887,924
magic.3888,745
magic.3891,697
magic.3892,1529
magic.3893,1479
magic.3894,218
magic.3896,3824
magic.3898,370
magic.3899,1079
magic.3900,1085
magic.3901,219
magic.3902,47
magic.3903,38066
magic.3905,170
magic.3907,31886
magic.3908,29355
magic.3916,4965
magic.3919,363128
magic.3920,15003
magic.3921,2189
magic.3922,3628
magic.3923,388060
magic.3924,92418
magic.3925,22065
magic.3926,22612
magic.3927,1557
magic.3928,588
magic.3930,4646
magic.3933,20237
magic.3935,10353
magic.3936,2648
magic.3937,137
magic.3941,5275
magic.3942,794
magic.3943,323
magic.3946,4851
magic.3947,1984
magic.3948,1072
magic.3949,676
magic.3951,740
magic.3952,625462
magic.3955,2880
magic.3958,4164
magic.3959,612
magic.3960,8591
magic.3961,164
magic.3962,5354
magic.3963,698
magic.3964,6167
magic.3965,1250
magic.3966,246895
magic.3970,29108
magic.3971,1932
magic.3973,114
magic.3974,7709299
magic.3975,3120
magic.3976,263
magic.3978,281
magic.3982,317466
magic.3984,1828
magic.3985,2353
magic.3987,2273216
magic.3990,179638
magic.3991,219516
magic.3992,1778809
magic.4000,96073
magic.4002,2186
magic.4005,3952
magic.4007,953
magic.4008,1808
magic.4009,975
magic.4011,164
magic.4012,76
magic.4013,768
magic.4014,64
magic.4015,4334
magic.4016,826
magic.4017,103
magic.4018,1441
magic.4019,871
magic.4020,3159
magic.4022,1304
magic.4023,206
magic.4024,507
magic.4025,254
magic.4026,795
magic.4027,66
magic.4028,7330
magic.4029,11999
magic.4030,176
magic.4031,317
magic.4032,373
magic.4033,963
magic.4034,571
magic.4035,222
magic.4036,50
magic.4038,338
magic.4039,3763
magic.4044,8
magic.4045,1164
magic.4047,20555
magic.4060,837
magic.4061,93743
magic.4062,412526
magic.4063,1916
magic.4066,15327
magic.4070,23280
magic.4071,6624
magic.4072,4570
magic.4073,7603
magic.4074,25157
magic.4075,532
magic.4085,134206
magic.4089,1963
magic.4098,676
magic.4099,2508
magic.4100,823
magic.4101,36753
magic.4102,31287
magic.4103,1704428
magic.4104,350086
magic.4105,111985
magic.4106,1844
magic.4107,5054853
magic.4108,72489
magic.4110,22505
magic.4111,11145
magic.4113,66
magic.4116,289
magic.4118,332
magic.4119,756
magic.4120,248
magic.4121,3357
magic.4122,264
magic.4123,524
magic.4124,594
magic.4125,364
magic.4126,5523
magic.4128,729
magic.4129,93
magic.4130,997
magic.4132,835
magic.4133,76182
magic.4135,585
magic.4141,2848
magic.4143,334
magic.4147,224
magic.4148,1662
magic.4149,1626
magic.4153,1116
magic.4158,1327
magic.4160,1512
magic.4161,32647
magic.4162,790
magic.4163,1676
magic.4164,8509
magic.4166,6474
magic.4167,91203
magic.4168,1827
magic.4170,2034
magic.4172,778
magic.4173,1026
magic.4177,489
magic.4180,4326
magic.4181,51
magic.4187,4987
magic.4189,206
magic.4190,129
magic.4191,524
magic.4192,869
magic.4193,24482
magic.4194,2341
magic.4195,1104
magic.4196,3434
magic.4198,565
magic.4199,10605
magic.4201,15637
magic.4202,1167
magic.4203,505
magic.4204,292
magic.4205,1828
magic.4209,187782
magic.4210,628
magic.4213,3218
magic.4216,298
magic.4217,3054
magic.4219,421
magic.4221,1333
magic.4223,2591
magic.4224,2389
magic.4228,521
magic.4230,69772
magic.4232,50476
magic.4233,543
magic.4234,905
magic.4236,840
magic.4238,409
magic.4241,784
magic.4245,330
magic.4246,4722
magic.4253,1536
magic.4256,1374
magic.4257,3149
magic.4259,3195
magic.4264,60972
magic.4267,577253
magic.4269,1877
magic.4270,1186
magic.4272,12338
magic.4273,13088
magic.4275,1919
magic.4278,11195
magic.4280,1189
magic.4281,427
magic.4283,278
magic.4286,4748
magic.4287,92
magic.4288,142
magic.4289,23881
magic.4292,13118
magic.4299,4851
magic.4300,16098
magic.4602,10824
magic.4603,70863
magic.4609,593
magic.4612,736
magic.4616,533
magic.4619,150296
magic.4620,1250
magic.4626,118
magic.4627,79
magic.4631,1430
magic.4632,2278
magic.4634,7068
magic.4637,6441
magic.4641,4132
magic.4644,1200
magic.4645,6283
magic.4646,2588
magic.4649,3631
magic.4650,1015
magic.4651,3026
magic.4653,1754
magic.4656,5121
magic.4657,224
magic.4658,611
magic.4662,1624
magic.4663,554
magic.4664,364
magic.4665,114564
magic.4667,1391
magic.4670,1850
magic.4673,148
magic.4674,19
magic.4676,550
magic.4677,1068
magic.4679,998
magic.4681,597
magic.4683,136
magic.4684,4141
magic.4687,2000
magic.4693,685
magic.4695,579
magic.4696,20924
magic.4697,735
magic.4701,1306
magic.4702,39
magic.4708,6741
magic.4709,190
magic.4710,596
magic.4714,321
magic.4715,2629
magic.4721,2863
magic.4722,5797
magic.4723,129139
magic.4728,4194
magic.4732,736
magic.4733,3102
magic.4734,913
magic.4737,1407
magic.4740,626
magic.4744,5100
magic.4749,955
magic.4750,655
magic.4751,334
magic.4752,535
magic.4753,6981
magic.4755,3940
magic.4759,132
magic.4763,5958
magic.4774,7169
magic.4776,11564
magic.4781,5445
magic.4782,3086
magic.4784,950
magic.4785,100616
magic.4788,4126
magic.4789,20983
magic.4793,1727
magic.4794,78860
magic.4795,26025
magic.4797,880
magic.4799,1488
magic.4803,8604
magic.4804,733632
magic.4805,880
magic.4806,8787
magic.4808,687
magic.4811,671
magic.4812,27404
magic.4814,1617
magic.4815,413996
magic.4816,310
magic.4817,23915
magic.4818,250605
magic.4820,494
magic.4821,4868
magic.4822,361022
magic.4823,76495
magic.4824,5228
magic.4825,227115
magic.4826,213697
magic.4827,26334
magic.4828,23427
magic.4830,184022
magic.4835,5048
magic.4836,2480
magic.4838,1868
magic.4839,1077
magic.4840,2016
magic.4841,5070668
magic.4842,6759
magic.4843,1102174
magic.4844,160163
magic.4845,6085
magic.4846,725703
magic.4848,1685154
magic.4849,690688
magic.4855,1326
magic.4857,179423
magic.4858,181782
magic.4859,29479
magic.4860,5793
magic.4862,3567
magic.4866,31222
magic.4869,927
magic.4872,1883
magic.4873,2618874
magic.4874,27995
magic.4875,20273
magic.4877,1826936
magic.4880,342891
magic.4882,1818
magic.4883,1441
magic.4884,51688
magic.4885,48873
magic.4895,790
magic.4896,757
magic.4899,11629
magic.4901,472
magic.4902,86837
magic.4903,40611
magic.4904,708
magic.4905,40119
magic.4906,16134
magic.4919,80388
magic.4921,22774
magic.4923,2638795
magic.4924,3296
magic.4928,1655
magic.4929,3696800
magic.4932,21774
magic.4935,208828
magic.4937,1034
magic.4942,10593
magic.4943,10263
magic.4946,40322
magic.4948,2149
magic.4949,17969
magic.4950,378315
magic.4952,34459
magic.4958,61223
magic.4963,573
magic.4964,41308
magic.4965,1700
magic.4966,2732
magic.4968,54597
magic.4969,17035
magic.4971,339560
magic.4972,1544
magic.4973,38993
magic.4974,42489
magic.4976,996
magic.4977,22485
magic.4981,2238
magic.4982,6679
magic.4983,185670
magic.4986,586261
magic.4987,10259
magic.4988,3482
magic.4989,11726
magic.4990,195641
magic.4991,25172
magic.4992,23364
magic.4994,2084
magic.4996,25027
magic.4998,58745
magic.4999,124399
magic.5001,5684
magic.5003,1360
magic.5004,147059
magic.5005,27938
magic.5007,63712
magic.5008,32584
magic.5011,23909
magic.5013,4441
magic.5021,9080
magic.5028,16923
magic.5031,923
magic.5032,2047
magic.5033,6742
magic.5034,194406
magic.5035,9630
magic.5036,374142
magic.5039,10862
magic.5040,11287
magic.5042,2509
magic.5043,14645
magic.5045,1510460
magic.5048,760
magic.5050,923
magic.5051,352918
magic.5052,297335
magic.5056,869
magic.5058,3376
magic.5061,845
magic.5064,22019
magic.5069,1265
magic.5072,1185
magic.5073,1284
magic.5075,852
magic.5076,965
magic.5077,7013
magic.5079,689
magic.5080,9198
magic.5081,277
magic.5084,11932
magic.5085,814
magic.5088,27461
magic.5094,22562
magic.5096,14859
magic.5097,710
magic.5103,302
magic.5104,104343
magic.5105,100390
magic.5106,113808
magic.5107,473122
magic.5108,13059
magic.5111,1249
magic.5112,4129
magic.5113,50599
magic.5115,907
magic.5116,3296
magic.5117,42324
magic.5118,759266
magic.5122,435679
magic.5123,2669
magic.5125,1315
magic.5127,9581
magic.5128,552
magic.5136,13067
magic.5137,1860
magic.5138,3883
magic.5139,45569
magic.5140,12642
magic.5141,916
magic.5142,1591
magic.5144,159
magic.5145,409
magic.5147,223
magic.5148,479
magic.5150,936
magic.5151,1865
magic.5153,682
magic.5156,2144
magic.5159,463
magic.5162,652
magic.5163,1340
magic.5165,2036
magic.5166,5456
magic.5168,217
magic.5171,5280
magic.5172,945
magic.5173,15553
magic.5175,6699
magic.5176,36776
magic.5178,138512
magic.5181,48976
magic.5184,589
magic.5187,106098
magic.5188,171409
magic.5191,3644
magic.5194,2288
magic.5196,654373
magic.5197,2827
magic.5198,1081
magic.5205,549
magic.5208,1386
magic.5210,620
magic.5212,2136
magic.5213,3343
magic.5215,837
magic.5216,1030
magic.5218,126725
magic.5222,1305
magic.5223,243659
magic.5224,28739
magic.5225,7245525
magic.5226,5665
magic.5227,859
magic.5228,3154
magic.5229,45571
magic.5230,919
magic.5232,1080
magic.5234,321
magic.5235,803
magic.5238,707
magic.5240,664
magic.5242,4132
magic.5243,14604
magic.5245,33598
magic.5247,1353
magic.5248,49172
magic.5262,10211
magic.5263,14085
magic.5269,869989
magic.5270,56200
magic.5273,11650
magic.5274,1290
magic.5276,836
magic.5278,488849
magic.5280,283101
magic.5282,25834
magic.5283,565
magic.5284,397
magic.5287,1485
magic.5289,5338
magic.5290,19403
magic.5291,712817
magic.5292,2401
magic.5295,10306
magic.5297,4927
magic.5298,2555
magic.5300,2493
magic.5302,83595
magic.5303,20035
magic.5308,786
magic.5310,626
magic.5314,608
magic.5315,2172
magic.5316,15360
magic.5318,1527
magic.5320,1404
magic.5321,1223
magic.5323,1291
magic.5328,888
magic.5332,729
magic.5336,238278
magic.5339,141
magic.5341,1038
magic.5343,1843
magic.5345,3368
magic.5347,8460
magic.5348,4528
magic.5350,916
magic.5353,3788
magic.5354,3466
magic.5356,136179
magic.5361,9126
magic.5362,292772
magic.5363,377
magic.5364,1306
magic.5366,10415
magic.5368,3146
magic.5370,2193
magic.5374,228854
magic.5377,1573
magic.5378,267074
magic.5379,4150
magic.5380,3107
magic.5381,982
magic.5382,1314
magic.5383,45459
magic.5386,21656
magic.5387,602
magic.5390,380
magic.5393,25304
magic.5394,916
magic.5395,879
magic.5396,10824
magic.5398,11958
magic.5399,30278
magic.5400,5919843
magic.5406,78516
magic.5407,26100
magic.5408,74405
magic.5413,180363
magic.5414,733
magic.5415,3253
magic.5416,1343
magic.5417,4267
magic.5419,579
magic.5420,474
magic.5423,3850
magic.5425,28277
magic.5427,1600
magic.5428,878
magic.5429,469
magic.5431,5055
magic.5432,184
magic.5433,28123
magic.5435,6281
magic.5436,50280
magic.5437,49778
magic.5439,224870
magic.5441,31150
magic.5446,908
magic.5447,1104
magic.5448,166
magic.5449,518
magic.5450,732
magic.5451,2614
magic.5453,1040
magic.5454,746
magic.5455,52753
magic.5457,17064
magic.5459,1576
magic.5462,2470
magic.5463,4998
magic.5465,4428
magic.5466,1449
magic.5467,18637
magic.5468,894
magic.5471,392
magic.5472,27206
magic.5473,809
magic.5475,8890
magic.5477,701
magic.5478,1791
magic.5479,376
magic.5481,1294
magic.5485,113470
magic.5488,779
magic.5493,7000
magic.5494,4205
magic.5497,12956
magic.5498,425772
magic.5501,4006
magic.5502,1208
magic.5503,544
magic.5504,3398
magic.5505,386
magic.5506,5737
magic.5509,1652
magic.5510,10759
magic.5512,5276
magic.5516,5548
magic.5517,830
magic.5518,664
magic.5519,2310
magic.5523,36163
magic.5524,30352744
magic.5527,1714
magic.5529,995
magic.5530,1976
magic.5532,251
magic.5533,549
magic.5534,3720
magic.5538,6652
magic.5540,667
magic.5541,5175
magic.5546,1411
magic.5547,53335
magic.5548,21489
magic.5550,4113
magic.5551,286
magic.5552,1945
magic.5553,340
magic.5554,1488
magic.5560,377
magic.5561,43169
magic.5562,9132
magic.5563,7840
magic.5564,394
magic.5565,2541
magic.5567,6794
magic.5571,48020
magic.5574,135
magic.5576,263
magic.5586,2888
magic.5589,12976
magic.5590,1519
magic.5591,1145
magic.5593,862
magic.5594,762
magic.5596,749
magic.5597,2473
magic.5598,665
magic.5599,2523
magic.5600,1419
magic.5905,901
magic.5906,2138
magic.5908,551
magic.5911,11662
magic.5915,323
magic.5916,3290
magic.5917,974
magic.5918,773
magic.5920,5349
magic.5923,1014
magic.5925,364
magic.5932,22203
magic.5933,81
magic.5934,12152
magic.5935,1070
magic.5936,279740
magic.5937,475
magic.5939,236
magic.5948,882
magic.5949,459
magic.5952,377
